0	83	3	65535	180	0	......
1	83	3	65535	181	0	I know not whether to rejoice or bemoan this[0a]reunion... Regardless, I must perform my duty.
2	83	0	65535	182	0	...This place exists between dream and reality,[0a]mind and matter.
3	83	0	65535	183	0	It is a room that only those who are bound by[0a]a contract may enter.
4	83	0	65535	184	0	The expression you bear now tells me you[0a]already know the reason for your summons.
5	83	0	65535	185	0	I must warn you of the danger threatening to[0a]consume both yourself and the entire world[0a]whose heart you strove so greatly to change.
6	83	0	65535	186	0	A most loathsome prison has manifested...[0a]Your appearance is ironclad evidence of this.
7	83	3	65535	187	1	You have become a "prisoner of fate" yet again.
8	95	65535	65535	65535	0	What do you mean?
9	95	65535	65535	65535	0	Can't say I recall that...
10	83	3	65535	188	0	That is understandable. This is something only[0a]felt in the depths of one's heart.
11	83	2	65535	189	0	Someone, even now, plots to lure you into[0a]a disastrous fate.
12	83	2	65535	190	0	Confronted by this evil will, your own cries out:
13	83	2	65535	191	0	"Rise against it."
14	83	0	65535	192	0	My name is Lavenza.
15	83	0	65535	193	0	As one who rules over power, my duty is to[0a]witness the path you take.
16	83	3	65535	194	0	Should the world continue down its own[0a]current path, all that awaits you is destruction.
17	83	0	65535	195	1	Have you the resolve to defy such a fate and[0a]face the distortion that yet again threatens[0a]your world?
18	95	65535	65535	65535	0	You know it.
19	95	65535	65535	65535	0	I'm not so sure just yet...
20	83	1	65535	196	0	That is the Trickster I know so well.
21	83	0	65535	197	0	The time for you to become certain is[0a]drawing nigh.
22	83	0	65535	198	0	What awaits you ahead are more of the same—[0a]no, even greater hardships than before.
23	83	0	65535	199	0	However...
24	83	1	65535	200	0	You must never forget: I am always by your side.
25	83	0	65535	201	0	The time has come...
26	83	0	65535	202	0	Let us meet again soon. Until then...[0a]pleasant dreams.
27	65535	65535	65535	65535	0	未作成テキスト
28	65535	65535	65535	65535	0	未作成テキスト
29	65535	65535	65535	65535	0	未作成テキスト
30	65535	65535	65535	65535	0	未作成テキスト
31	65535	65535	65535	65535	0	未作成テキスト
32	65535	65535	65535	65535	0	未作成テキスト
33	65535	65535	65535	65535	0	未作成テキスト
34	65535	65535	65535	65535	0	未作成テキスト
35	65535	65535	65535	65535	0	未作成テキスト
36	65535	65535	65535	65535	0	未作成テキスト
37	65535	65535	65535	65535	0	未作成テキスト
38	65535	65535	65535	65535	0	未作成テキスト
39	65535	65535	65535	65535	0	未作成テキスト
40	65535	65535	65535	65535	0	未作成テキスト
41	65535	65535	65535	65535	0	未作成テキスト
42	65535	65535	65535	65535	0	未作成テキスト
43	65535	65535	65535	65535	0	未作成テキスト
44	65535	65535	65535	65535	0	未作成テキスト
45	65535	65535	65535	65535	0	未作成テキスト
46	65535	65535	65535	65535	0	未作成テキスト
47	65535	65535	65535	65535	0	未作成テキスト
48	65535	65535	65535	65535	0	未作成テキスト
49	65535	65535	65535	65535	0	未作成テキスト
50	65535	65535	65535	65535	0	未作成テキスト
51	65535	65535	65535	65535	0	未作成テキスト
52	65535	65535	65535	65535	0	未作成テキスト
53	65535	65535	65535	65535	0	未作成テキスト
54	65535	65535	65535	65535	0	未作成テキスト
55	65535	65535	65535	65535	0	未作成テキスト
56	65535	65535	65535	65535	0	未作成テキスト
57	65535	65535	65535	65535	0	未作成テキスト
58	65535	65535	65535	65535	0	未作成テキスト
59	65535	65535	65535	65535	0	未作成テキスト
60	65535	65535	65535	65535	0	未作成テキスト
61	65535	65535	65535	65535	0	未作成テキスト
62	65535	65535	65535	65535	0	未作成テキスト
63	65535	65535	65535	65535	0	未作成テキスト
64	65535	65535	65535	65535	0	未作成テキスト
65	65535	65535	65535	65535	0	未作成テキスト
66	65535	65535	65535	65535	0	未作成テキスト
67	65535	65535	65535	65535	0	未作成テキスト
68	65535	65535	65535	65535	0	未作成テキスト
69	65535	65535	65535	65535	0	未作成テキスト
70	65535	65535	65535	65535	0	未作成テキスト
71	65535	65535	65535	65535	0	未作成テキスト
72	65535	65535	65535	65535	0	未作成テキスト
73	65535	65535	65535	65535	0	未作成テキスト
74	65535	65535	65535	65535	0	未作成テキスト
75	65535	65535	65535	65535	0	未作成テキスト
76	65535	65535	65535	65535	0	未作成テキスト
77	65535	65535	65535	65535	0	未作成テキスト
78	65535	65535	65535	65535	0	未作成テキスト
79	65535	65535	65535	65535	0	未作成テキスト
80	65535	65535	65535	65535	0	未作成テキスト
81	65535	65535	65535	65535	0	未作成テキスト
82	65535	65535	65535	65535	0	未作成テキスト
83	65535	65535	65535	65535	0	未作成テキスト
84	65535	65535	65535	65535	0	未作成テキスト
85	65535	65535	65535	65535	0	未作成テキスト
86	65535	65535	65535	65535	0	未作成テキスト
87	65535	65535	65535	65535	0	未作成テキスト
88	65535	65535	65535	65535	0	未作成テキスト
89	65535	65535	65535	65535	0	未作成テキスト
90	65535	65535	65535	65535	0	未作成テキスト
91	65535	65535	65535	65535	0	未作成テキスト
92	65535	65535	65535	65535	0	未作成テキスト
93	65535	65535	65535	65535	0	未作成テキスト
94	65535	65535	65535	65535	0	未作成テキスト
95	65535	65535	65535	65535	0	未作成テキスト
96	65535	65535	65535	65535	0	未作成テキスト
97	65535	65535	65535	65535	0	未作成テキスト
98	65535	65535	65535	65535	0	未作成テキスト
99	65535	65535	65535	65535	0	未作成テキスト
100	65535	65535	65535	65535	0	未作成テキスト
101	65535	65535	65535	65535	0	未作成テキスト
102	65535	65535	65535	65535	0	未作成テキスト
103	65535	65535	65535	65535	0	未作成テキスト
104	65535	65535	65535	65535	0	未作成テキスト
105	65535	65535	65535	65535	0	未作成テキスト
106	65535	65535	65535	65535	0	未作成テキスト
107	65535	65535	65535	65535	0	未作成テキスト
108	65535	65535	65535	65535	0	未作成テキスト
109	65535	65535	65535	65535	0	未作成テキスト
110	65535	65535	65535	65535	0	未作成テキスト
111	65535	65535	65535	65535	0	未作成テキスト
112	65535	65535	65535	65535	0	未作成テキスト
113	65535	65535	65535	65535	0	未作成テキスト
114	65535	65535	65535	65535	0	未作成テキスト
115	65535	65535	65535	65535	0	未作成テキスト
116	65535	65535	65535	65535	0	未作成テキスト
117	65535	65535	65535	65535	0	未作成テキスト
118	65535	65535	65535	65535	0	未作成テキスト
119	65535	65535	65535	65535	0	未作成テキスト
